text,predictions
Absolutely right about Makkah pilgrim....<br>വിവേകമില്ലാത്ത ഭരണാധികരികൾ ഭരിക്കുമ്പോൾ  കുംഭമേളയൊക്കെ നടക്കും.,1
Anthada thayoli kumba mela nanakedum thableek rajyadrohavum aakumnnath,1
Evarkoke corona pidichal kudumbathil elavarku pidikule,1
Ithu.janasangia.kurakkan.vendi.nirmicjathanoo.allathenthu.parayan,1
ഷാജൻ സക്കറിയ ഒരു സെലിബ്രറ്റിയാണ്. വാവ സുരേഷിനെ പോലെ... നല്ലൊരു മാധ്യമ പ്രവർത്തകനാണ്.,0
Ulupp illatha sarkar🤣🤣🤣🤣🤣🤣,1
epoyengilum saajan makkayude  nanma paranjallo  v   good    kuodutal  padike   eniyum  nanma  parayaam   😀,0
തബ്ലീകുകാർ മർകസിന്റെ അകത്തു തന്നെയായിരുന്നു. അവർ പുറത്ത് എവിടെയും പോയിട്ടില്ല. കോവിഡ് പടർത്തിയിട്ടുമില്ല. കോടതി പോലും ഈ വാദത്തെ തള്ളിയിരിക്കുന്നു. നീ ഇപ്പോഴും നിന്റെ വർഗീയ വിഷം തുപ്പുകയാണ്,1
Note thegele thabalegu,0
ചൈനീസ് പ്രോഡക്റ്റ് ഉപയോഗിക്കരുതെന്ന് ഷവോമി ഫോണിൽ നിന്ന് കമന്റ് ഇടുന്നവരുടെ ഒക്കെ ഒരു അവസ്ഥ,0
BCG vaccine.... ???,0
Para nari cpm party&#39; para nari Vijayan bulshit,1
"Doctors can speak only in support of vaccination, if not will face difficulties",0
എന്താ പറയാ ഇതിനൊക്കെ  എഡിറ്റ് പൊളിച്ചു💥💞🙏<br>എടപ്പാൾ പാലം<br>തിരുവാതിര തിരുവനന്തപുരം കേരളത്തിലെ മന്ത്രിമാരാണ് ഇതിനൊക്കെ മാതൃക,1
Party paruvadikk Corona marinilkumm,0
Alpante oro samaasha,0
ഇനി എപ്പോഴാണാവോ വീണ്ടും തിരുവാതിര ഒന്നു പങ്കെടുക്കാനാണ്. ഒരു രസല്ലേ  ഈ കോവിഡ്ന്റെ ടെൻഷൻ  മാറി കിട്ടുമല്ലോ.,1
വീണക്ക് വേറെ വല്ല പണിയും നോക്കുന്നതാ നല്ലത്,1
Cpm സമ്മേളനങ്ങൽ  കഴിയുന്ന. സാഹചര്യത്തിൽ.  ഏകദേശം കഴിയുമ്പോൾ<br>☠️☠️☠️☠️മുതിർന്ന ഒരു നേതാവ്  . ഭരണത്തിൽ ഉള്ള ആളാവാം  ഇല്ലാത്ത ആളാവാം .☠️☠️☠️☠️,1
ൻപറ്റാത്തഅവസ്ഥ,1
ഗംഗ പരിശുദ്ധമാണ് കോവിഡ് രോഗിയും ഗംഗയിൽ കുളിച്ചാൽ കോവിഡ് മുക്തമാകും. റിയോ കാർണിവലിൽ തുണിയില്ലാതെ നടക്കാം . അമേരിക്കയിലെ പൊതു വഴിയോരത്തും രതിക്രീഡകൾ ആകാം.  കുംഭമേളക്ക് എത്തുന്ന നഗ്നസന്യാസിമാർ തുണിയുടുത്ത് വരണം.!<br>ഭസ്മത്തിൽ മുങ്ങി കുളിച്ചു വരുന്ന സന്യാസിമാരെ കോവിഡ് വൈറസുകൾക്ക് ഭയമാണ്.. ഈ സന്ന്യാസിമാർ ആരുംതന്നെ കോവിഡ് രോഗം വന്ന് മരിക്കുകയുമില്ല.<br>ഈ അത്ഭുതം കണ്ട ലോകം ഞെട്ടും .,0
Thanks,0
ഇത് കഴിയുമ്പോൾ ചൈനയെ എല്ലാ രാജ്യങ്ങളും കൂടി പഞ്ഞിക്കിടും...,0
തിരുവാതിര കളി എല്ലാം ശെരി ആയി,1
മറുനാടൻ ഇക്കാര്യം വലിയതോതിൽ വാർത്ത ആക്കുക ലോകരാജ്യങ്ങൾ ശ്രദ്ധിക്കട്ടെ ചൈന ഉത്പന്നങ്ങൾ  ചൈനക്ക് വെളിയിൽ വരരുത്,0
അപ്പോൾ ഗൾഫ് നാടുകളിൽ  ചുടു കൂടുതലാണ് കൊറോണ  നശിക്കേണ്ടതല്ലെ പിന്നെ എന്താ മരണം കൂടുതൽ അല്ലെ,0
This is predicted by Santhosh Sir (Kaliyuga Jyothisham) now it&#39;s in the name of America,0
എന്ത് പറഞ്ഞിട്ട് കാര്യമില്ല  ജനങ്ങളെ രക്ഷിക്കാൻ നോക്കൂ വേഗം,0
"C,P,M,,,,,L,P,JAYARAJANU,ORU,NITHI,,PINNARAYIKKU,,VERORU,NITHIYO,????",0
Good   speach,1
കൊറോണയെകാളും വലിയ വൈറസ് ഇവിടെ ഉണ്ട്,0
മലയാളികൾ സ്വാർത്ഥ താല്പര്യങ്ങൾക്ക് മുൻ തൂക്കം കൊടുക്കുന്നു ..... അത് കൊണ്ടാണല്ലോ 500 പേരെ തിരുവാതിര കളിക്കാൻ കിട്ടിയത്..,1
Virus avar kandupidichenkil marunnum kayyil kanum. Kure ennam chathottenn vekkum. Athu avarude rajyathanelm mattulla rajyangalilanelm avarkkonnumilla. Kure ennam poy kazhiyumbol avar marunn kandupdchu ennu paranjini varuonna ariyendath. Cubayude kayyil marunnundo ennum samsayikkam,0
&#39;കാരണഭൂതം പിണറായി വിജയൻ &#39; അത് പൊളിച്ചു,1
"നട്ടെല്ല് ഉളള ചാനെൽ ആണെങ്കിൽ ഇന്നലെ കേരള ഗവണ്മെന്റ് കീഴിൽ ഉളള ബോർഡ്‌ 75ആയിരത്തോളം വരുന്ന ആളുകളെ വെച്ച് നടത്തിയ പരിപാടിയെ ഒന്ന് വിമർശിക്ക്‌. നിങ്ങളും അത് ലൈവ് സംപ്രേഷണം ചെയ്തതല്ലേ. 75ആയിരം എന്ന കണക്ക് പറഞ്ഞത്തും നിങ്ങളുടെ ഒരു റിപ്പോർട്ട്‌ ആണിട്ടോ. എന്തായാലും ഈ പരിപാടിയിൽ ഉള്ളതിനേക്കാൾ ആൾ കൂടിയിട്ടുണ്ട്. തിരുവാതിരക്ക് ഒരു ചെറിയ അകലം ഉണ്ടായിരുന്നു ഇവിടെ തൊട്ടുരുമ്മിയാണ് നിന്നത്. ഒരു ഗവണ്മെന്റ് നടത്തുന്ന എല്ലാ പരിപാടികളും വിമർശിക്കുന്നത് അല്ലേ മാന്യത, സെലക്റ്റീവ് ആവുന്നത് ശെരിയല്ലലോ",0
"ആ വീഡിയോ ഡിലീറ്റ് ചെയ്യൂ, കാണുമ്പോൾ സങ്കടം വരുന്നു, പാവം സ്ത്രീകൾ, കാര്യം മറിയാതെ,  ഓണം ഉണ്ണാം എന്ന് ചിന്തിച്ചോണ്ടായിരിക്കും,",1
Arogya mantri undo area aaaaa,1
കഷ്ടം,1
"വിവര മി ല്ലെങ്കിൽ മിണ്ടാതിരിക്ക് ഷാജഹാൻ. അറിയുന്ന കാര്യം പറഞ്ഞാൽ പോരെ? അല്ല ഇനി പെയ്ഡ് ന്യൂസ് ആണെങ്കിൽ ആയിക്കോട്ടെ, ഇങ്ങിനെയൊക്കെയല്ലേ തനിക്ക ജീവിക്കാനാവൂ...",0
Maha kallan,1
"അധികാരം കാഴ്ച മറക്കും, അന്ധകാരത്തിലേക്കും നയിക്കും, എനിക്കറിയാമായിരുന്നു അയാളെ വലിയ കസേരയിൽ അണികൾ ഇരുത്തിയപ്പോഴേ അത് ഒരു രാജ വാഴ്ചയിലേക്ക് പോകുമെന്ന്...",1
മനോരമയെ സമ്മതിച്ചു. 🙏 നൈസ് ആയിട്ട് ആളുകളെ .......@@. ഇതിൽ കൂടുതൽ പ്രതീക്ഷിക്കുന്നില്ല.,1
മാസ്ക് താഴെ കെട്ടി വരുന്നവരെ വിവരം ഇല്ലാത്തവർ എന്നല്ലാതെ എന്ത് പറയാൻ,0
അങ്ങനെ വരട്ടെ!,0
വീണ പൂവ് അറിയാം വീണ പുർ,1
നമ്മുടെ കുഞ്ഞനുജൻ ധീരജിന് ആദരാഞ്ജലികൾ 😥. UDF തുലയട്ടെ 😡. ചുമ്മാതെയല്ല കോൺഗ്രസിനെ മലയാളികൾ തുടർച്ചയായി തോൽപ്പിക്കുന്നത്. ജനങ്ങളക്ക് നന്ദി.,0
ചൈന ആണ് എങ്കിൽ അവർ ക്ലിയർ ചെയ്തു എന്നു പ്രഖ്യാപിക്കുമോ...ഇരകളായി അഭിനയിക്കില്ലേ... അല്ലെങ്കിൽ ലോകം മുഴുവൻ അവരെ സംശയിക്കില്ലേ...,0
എവിടെന്നോ വന്നു എങ്ങിന യോ പോന്നു,0
വളരെ വ്യക്തമാണ്. സാമാന്യ ബുദ്ധിയുള്ള എല്ലാ മനുഷ്യനും മനസ്സിൽ ആകുന്ന കാര്യം. അതുകൊണ്ടാണ് രോഗം പുറത്തറിയിച്ച ഡോക്ടറും മാധ്യമ പ്രവർത്തകനും മരണ പെട്ടത്. ഇനി ചൈനയുടേത് അല്ല രോഗകാരണം എങ്കിൽ എന്തിനും മറച്ചുവെച്ച് മറ്റുള്ളവർക്ക് പകർന്നുകൊടുത്തു. രഹസ്യ ആയുധം<br>. അവർ ലോകം കീഴടക്കി. ചൈനയിലെ പത്തോ ഇരുപതോ ജനങ്ങളിൽ ഒതുങ്ങേണ്ട രോഗം. ചൈനയെ ഭയപ്പെട്ട് ആരും അതു പറയുന്നില്ല. അമേരിക്ക ഭയന്നു അവരും തളർന്നു. ഇനി അവർ എല്ലാ രാജ്യത്തും എത്തും. 10000 പട്ടാളക്കാർ സംഗീതം. ഈസിയായി പിടിച്ചെടുക്കും.,0
Pity those so called ladies eulogising a Rakshasa like our Hiranyasha in epics. Marxist party has stooped down to the level of idolizing individuals and licking leaders chappals just for some favors or free kits or ornamental public sector jobs and will do anything . Despicable and incorrigible social waste,1
ഇത്രയും ഉളുപ്പുമില്ലാതെ ഒരു വര്‍ഗ്ഗം 😂ബുദ്ധി യും വിവരവും ഉള്ള ഒരുത്തനും ഈ പാര്‍ട്ടിയില്‍ ഇല്ലല്ലോ 😀😀,1
ഇത്തവണ  ഇവറ്റോളെ ജയിപ്പിച്ച വിപ്ലവസിംഗങ്ങള്‍ക്ക് അഭിവാദ്യങ്ങള്‍..നന്നായേയുള്ളു.മലയാളി ചെറ്റകള്‍ പാഠം പഠീക്കണം.,1
കാരണഭൂതം🤣🤣🤣🤣🤣,1
കാപ്പാൻ സിനിമ 🙄,1
Evanayokka kallariyanam. Health minister has limitations. Pinarayi thanna ellaam!,0
"Pani edukatha Thozhil urappukaru, Pension kodupukaru, plastic thodatha Hridhakarmakaru, ward nokatha ward member maru, Asha worker mari angane sagala Marxist recruitment karum.. Thiruvathira kalichonam.. Paiyan marichathil paduppu mudikitundallo haa athu mathi enavum 🤦‍♂️",1
